"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","e4rVHe"
"https://www.google.com/maps/place/Glodok+Teknik/data=!4m7!3m6!1s0x2e69f7d61a071059:0x32bdced404c5b567!8m2!3d-6.1483272!4d106.8146352!16s%2Fg%2F1v2sjdq5!19sChIJWRAHGtb3aS4RZ7XFBNTOvTI?authuser=0&hl=zh-CN&rclk=1","Glodok Teknik","4.4","(70)","工具商店","·","Jl. Keadilan No.19, RT.1/RW.7","即将打烊","：17:00 ⋅ 下次开门时间：周二09:00","·","(021) 62201063","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEtl0UV_e4frFX2YYcfBTveXOGWlaN4dq89JnAfMigSnvKMTq8ZFkZmBbZTe1wEHH9Q-X0uAMA75-Rd2q5hy0_hE-b3nvfGAMsU7tgZW4-P0PgRNrwhStLWRrPX7_ZMsJ09bmcY5G-JlXT3lptDL7gCSCopiW-WYbp8euqS_HoWH_wSA1Eb8BfC_fg6uhH1A7x2Ktc=w122-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Sama+Teknik/data=!4m7!3m6!1s0x2dbf033f75adb3d1:0x60f83fd9dd8b9017!8m2!3d-5.1897986!4d119.4488294!16s%2Fg%2F11jlyky9wt!19sChIJ0bOtdT8Dvy0RF5CL3dk_-GA?authuser=0&hl=zh-CN&rclk=1","Sama Teknik","3.8","(59)","工具商店","·","TOKO SAMA TEKNIK, Jl. Syech Yusuf No.50","已打烊","⋅ 下次开门时间：周二09:00","·","0895-0100-1588","https://lh5.googleusercontent.com/p/AF1QipOmTSkOtycly1optlnf-bqrHRFE4nOwnT_GHHGC=w80-h106-k-no","""...","","powertools",""
"https://www.google.com/maps/place/Vermont+Hardware+%26+Living+Cimahi/data=!4m7!3m6!1s0x2e68e452c4095ae7:0x976dbeee2767d6dc!8m2!3d-6.8954797!4d107.5364562!16s%2Fg%2F1hc26_8bk!19sChIJ51oJxFLkaC4R3NZnJ-6-bZc?authuser=0&hl=zh-CN&rclk=1","Vermont Hardware & Living Cimahi","4.9","(603)","家居装潢器材店","·","·","营业中","⋅ 19:00 结束营业","·","0812-9989-8598","https://lh5.googleusercontent.com/p/AF1QipOrKvBF0aZO2HGC1x0f-5e-0ZkiCxqfJmM_EX9P=w122-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Ace+Hardware+Palembang+Trade+Center+%28PTC+MALL%29/data=!4m7!3m6!1s0x2e3b77ca93f321f5:0xf447f1ebf1713b44!8m2!3d-2.9504742!4d104.7608503!16s%2Fg%2F11fhr1p5h3!19sChIJ9SHzk8p3Oy4RRDtx8evxR_Q?authuser=0&hl=zh-CN&rclk=1","Ace Hardware Palembang Trade Center (PTC MALL)","4.5","(279)","工具商店","·","New Mall PTC, Jl. R. Sukamto No.8A lantai M1","营业中","⋅ 22:00 结束营业","·","0823-8058-5522","https://lh5.googleusercontent.com/p/AF1QipMwgx3aBKfCgjWukMbYHCVpRnJEOFK0fsD4CdXA=w163-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Purwokerto/data=!4m7!3m6!1s0x2e655e9f2b1f4e6d:0x4da9d5236e0ec744!8m2!3d-7.4331316!4d109.2437038!16s%2Fg%2F11bc7q0_jf!19sChIJbU4fK59eZS4RRMcObiPVqU0?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Purwokerto","4.6","(191)","工具商店","·","Jl. S. Parman No.60","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0281) 638832","https://lh5.googleusercontent.com/p/AF1QipMGwW6yzg79l2f7_ubc8mrMhMbkHv_AdDXU3Cu3=w163-h92-k-no","""...","","powertools",""
"https://www.google.com/maps/place/PT.+Citra+Bintang+Makmur/data=!4m7!3m6!1s0x2e69f60093f5d345:0xebc15eb9cb40b9c6!8m2!3d-6.1388204!4d106.8165075!16s%2Fg%2F11hgj93_xy!19sChIJRdP1kwD2aS4RxrlAy7lewes?authuser=0&hl=zh-CN&rclk=1","PT. Citra Bintang Makmur","3.6","(34)","工具商店","·","4, Jl. Pinangsia Tim. Raya No.51, RT.4/RW.5","即将打烊","：17:00 ⋅ 下次开门时间：周二08:00","·","(021) 6244903","https://lh5.googleusercontent.com/p/AF1QipMj_qR-fO8eiGrCdoDTEXyZXptKeiGOB3JpcZ3I=w80-h142-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Grand+Prima/data=!4m7!3m6!1s0x32877519f6692337:0x7138f00ecfef2196!8m2!3d1.487165!4d124.836687!16s%2Fg%2F11bc7pqnp4!19sChIJNyNp9hl1hzIRliHvzw7wOHE?authuser=0&hl=zh-CN&rclk=1","Grand Prima","4.4","(184)","电器用品店","·","·","营业中","⋅ 20:30 结束营业","·","0812-4415-8352","https://lh5.googleusercontent.com/p/AF1QipM9eymMuUQBcsFO5XBoD6Qd1U63DeS0IrevRHr9=w92-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/PT+Ekatama+Citrasukses/data=!4m7!3m6!1s0x2e69f652da604537:0x58836eb0fc135d0d!8m2!3d-6.1416595!4d106.8310961!16s%2Fg%2F1tkzjv7w!19sChIJN0Vg2lL2aS4RDV0T_LBug1g?authuser=0&hl=zh-CN&rclk=1","PT Ekatama Citrasukses","3.3","(8)","工具商店","·","Jl. Pangeran Jayakarta 131A No. 44-45","即将打烊","：16:30 ⋅ 下次开门时间：周二08:00","·","(021) 6265539","https://lh5.googleusercontent.com/p/AF1QipM8eQshsIfFa2ZoZTHNlsQH0URbFT24C9itXmL6=w163-h92-k-no","送货","","",""
"https://www.google.com/maps/place/Makita+Power+Tools+%28Malaysia%29+Sdn+Bhd/data=!4m7!3m6!1s0x31cc4cb4287e45fd:0xb9071572fc433334!8m2!3d3.0392207!4d101.5966475!16s%2Fg%2F11clgq6y41!19sChIJ_UV-KLRMzDERNDND_HIVB7k?authuser=0&hl=zh-CN&rclk=1","Makita Power Tools (Malaysia) Sdn Bhd","4.2","(51)","工具商店","·","Lot 824, Jalan Subang 5","即将打烊","：17:30 ⋅ 下次开门时间：周二08:30","·","+60 3-8023 0824","https://lh5.googleusercontent.com/p/AF1QipP1jRhIrq_9eY46zW8MjnettavmxXl2KB5Xx3A8=w122-h92-k-no","","","",""
"https://www.google.com/maps/place/Krisbow/data=!4m7!3m6!1s0x2e6977e1b2431f07:0xcf7d6202d4d15961!8m2!3d-6.3085834!4d107.3095522!16s%2Fg%2F11clwnm0m_!19sChIJBx9DsuF3aS4RYVnR1AJifc8?authuser=0&hl=zh-CN&rclk=1","Krisbow","4.3","(90)","工具商店","·","Jl. Tuparev Cinangoh No.395","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0267) 8454716","https://lh5.googleusercontent.com/p/AF1QipP_LoGeaNXuPffkquLkKl7K7NNNNALUYu8nRTMe=w80-h106-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Authorized+Bosch+Service+center/data=!4m7!3m6!1s0x2e70f4c7ccaccf55:0x4a91e35b543771c2!8m2!3d-6.9663283!4d110.3993313!16s%2Fg%2F11f08b1v5h!19sChIJVc-szMf0cC4RwnE3VFvjkUo?authuser=0&hl=zh-CN&rclk=1","Authorized Bosch Service center","4.4","(22)","工具商店","","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:00","","0811-7226-338","https://lh5.googleusercontent.com/p/AF1QipPgvyaBkCDvl0l14t0X7eLqzsS1gBvzpUGes_kS=w163-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Wipro+Shop/data=!4m7!3m6!1s0x2dd7fbe1e275e003:0x4432bde5a977f63c!8m2!3d-7.2673595!4d112.7340972!16s%2Fg%2F11j2dnnpq9!19sChIJA-B14uH71y0RPPZ3qeW9MkQ?authuser=0&hl=zh-CN&rclk=1","Wipro Shop","4.6","(17)","工具商店","·","002, Jl. Kedungsari No.28, RW.01","即将打烊","：17:00 ⋅ 下次开门时间：周二07:30","·","(031) 99244313","https://lh5.googleusercontent.com/p/AF1QipPRm0D4JjsebZVPesS-fFxnHW34Dhi1JbL5Rv79=w154-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/PT.+Fujiyama+Marketing/data=!4m7!3m6!1s0x2e69f600b1e19263:0xf7ab0d171b7f0a!8m2!3d-6.1405287!4d106.8171803!16s%2Fg%2F11tfg222vd!19sChIJY5LhsQD2aS4RCn8bFw2r9wA?authuser=0&hl=zh-CN&rclk=1","PT. Fujiyama Marketing","4.5","(54)","企业办公场所","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:00","·","(021) 6245858","https://lh5.googleusercontent.com/p/AF1QipN1_tJTrB0GHKyGtkmH9wjDswRrw7Ci_4IJuHqX=w163-h92-k-no","门店自提","","",""
"https://www.google.com/maps/place/Semangat+Teknik+Medan/data=!4m7!3m6!1s0x303131b5b9960c99:0x7e145d53d24c4da2!8m2!3d3.5838099!4d98.683997!16s%2Fg%2F11b7hy802d!19sChIJmQyWubUxMTARok1M0lNdFH4?authuser=0&hl=zh-CN&rclk=1","Semangat Teknik Medan","4.5","(355)","工具商店","·","·","营业中","⋅ 18:00 结束营业","·","0823-7026-6700","https://lh5.googleusercontent.com/p/AF1QipMuVTSlkm8dYhgqxfi9HjU8CK00MBe9izIPH-1v=w92-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Kediri/data=!4m7!3m6!1s0x2e78576b5789047f:0xd299ebc3db619550!8m2!3d-7.8167934!4d112.0243486!16s%2Fg%2F11cmr13kd7!19sChIJfwSJV2tXeC4RUJVh28PrmdI?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Kediri","4.6","(106)","工具商店","·","·","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","0822-8985-4333","https://lh5.googleusercontent.com/p/AF1QipP3PwSaQc7r4ijW4t7W02LU3aGZGKSZxeJoURL1=w122-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/ROYAL+STAR+INDONESIA/data=!4m7!3m6!1s0x303133f678de5985:0xae9d54abe210e63!8m2!3d3.6421606!4d98.6619607!16s%2Fg%2F11n964n_tj!19sChIJhVneePYzMTARYw4hvkrV6Qo?authuser=0&hl=zh-CN&rclk=1","ROYAL STAR INDONESIA","5.0","(1)","家电商场","·","Komplek mulia indah no24/25","即将打烊","：17:00 ⋅ 下次开门时间：周二08:30","·","(061) 6619933","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png","门店自提","·","送货",""
"https://www.google.com/maps/place/PT.+INDOTEKNIK+DOTCOM+GEMILANG/data=!4m7!3m6!1s0x2e69f60810220ac3:0xf51b4dc3900205ce!8m2!3d-6.136572!4d106.7944133!16s%2Fg%2F11bx1gxrm2!19sChIJwwoiEAj2aS4RzgUCkMNNG_U?authuser=0&hl=zh-CN&rclk=1","PT. INDOTEKNIK DOTCOM GEMILANG","4.4","(108)","工具商店","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:30","·","0812-8080-622","https://lh5.googleusercontent.com/p/AF1QipNRIXIkvIjK7rApCqFX1V4wM8KruziytAK0MMoM=w80-h106-k-no","送货","","",""
"https://www.google.com/maps/place/TB.+Pantes/data=!4m7!3m6!1s0x2e7a16f552c6a4f7:0x347ceb648c8d2e33!8m2!3d-7.5670862!4d110.831181!16s%2Fg%2F1pzpyvljs!19sChIJ96TGUvUWei4RMy6NjGTrfDQ?authuser=0&hl=zh-CN&rclk=1","TB. Pantes","4.5","(154)","工具商店","·","·","已打烊","⋅ 下次开门时间：周二07:30","·","(0271) 653694","https://lh5.googleusercontent.com/p/AF1QipMf0VlrFQWqluLR__kPAII2chRj4qkIBapHI1u3=w80-h106-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/ACE+HARDWARE+%E2%80%93+MARGONDA/data=!4m7!3m6!1s0x2e69ebfaf9543ecd:0x23e0d19efebeb4d9!8m2!3d-6.3877667!4d106.8275003!16s%2Fg%2F1thqd51r!19sChIJzT5U-frraS4R2bS-_p7R4CM?authuser=0&hl=zh-CN&rclk=1","ACE HARDWARE – MARGONDA","4.6","(4,173)","家居装潢器材店","·","·","营业中","⋅ 22:00 结束营业","工具和用品连锁店","0896-3706-8550","https://lh5.googleusercontent.com/p/AF1QipMJrzoRQatKPydWtmQdmMcEw9u7iJpJhs2h3Tef=w163-h92-k-no","店内购买","·","路边自提",""
"","","","","","","","","","","","","","","",""
